name,email,phone,company,role,status,value,niche_key,niche,city,website,notes
Vulcanización Reyes,admin@vulcanizacionreyes.com.cl,+56943635366,Vulcanización Reyes,Administrador/a,lead,0,smb,Small/Medium Business,osorno,www.vulcanizacionreyes.cl,"{""city"": ""osorno"", ""niche"": ""smb"", ""website"": ""www.vulcanizacionreyes.cl"", ""page"": ""companies/osorno/vulcanizacion-reyes.html"", ""vertical"": ""Small/Medium Business"", ""source"": ""generated""}"
Vulcanización Reyes,hola@vulcanizacionreyes.com.cl,+56943635366,Vulcanización Reyes,Recepción,lead,0,smb,Small/Medium Business,osorno,www.vulcanizacionreyes.cl,"{""city"": ""osorno"", ""niche"": ""smb"", ""website"": ""www.vulcanizacionreyes.cl"", ""page"": ""companies/osorno/vulcanizacion-reyes.html"", ""vertical"": ""Small/Medium Business"", ""source"": ""generated""}"
Abogados Méndez & Asociados,info@abogadosmendezasocia.com.cl,+56988869586,Abogados Méndez & Asociados,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.abogadosmendezasociados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadosmendezasociados.cl"", ""page"": ""companies/santiago/abogados-mendez--asociados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Méndez & Asociados,contacto@abogadosmendezasocia.com.cl,+56988869586,Abogados Méndez & Asociados,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.abogadosmendezasociados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadosmendezasociados.cl"", ""page"": ""companies/santiago/abogados-mendez--asociados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Méndez & Asociados,ventas@abogadosmendezasocia.com.cl,+56988869586,Abogados Méndez & Asociados,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.abogadosmendezasociados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadosmendezasociados.cl"", ""page"": ""companies/santiago/abogados-mendez--asociados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Méndez & Asociados,admin@abogadosmendezasocia.com.cl,+56988869586,Abogados Méndez & Asociados,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.abogadosmendezasociados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadosmendezasociados.cl"", ""page"": ""companies/santiago/abogados-mendez--asociados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Méndez & Asociados,hola@abogadosmendezasocia.com.cl,+56988869586,Abogados Méndez & Asociados,Recepción,lead,0,law_firms,Law Firms,santiago,www.abogadosmendezasociados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadosmendezasociados.cl"", ""page"": ""companies/santiago/abogados-mendez--asociados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Tapia,info@bufetetapia.cl,+56975989527,Bufete Tapia,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.bufetetapia.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.bufetetapia.cl"", ""page"": ""companies/santiago/bufete-tapia.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Tapia,contacto@bufetetapia.cl,+56975989527,Bufete Tapia,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.bufetetapia.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.bufetetapia.cl"", ""page"": ""companies/santiago/bufete-tapia.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Tapia,ventas@bufetetapia.cl,+56975989527,Bufete Tapia,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.bufetetapia.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.bufetetapia.cl"", ""page"": ""companies/santiago/bufete-tapia.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Tapia,admin@bufetetapia.cl,+56975989527,Bufete Tapia,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.bufetetapia.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.bufetetapia.cl"", ""page"": ""companies/santiago/bufete-tapia.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Tapia,hola@bufetetapia.cl,+56975989527,Bufete Tapia,Recepción,lead,0,law_firms,Law Firms,santiago,www.bufetetapia.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.bufetetapia.cl"", ""page"": ""companies/santiago/bufete-tapia.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Legal Santiago,info@legalsantiago.com.cl,+56971046444,Legal Santiago,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.legalsantiago.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.legalsantiago.cl"", ""page"": ""companies/santiago/legal-santiago.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Legal Santiago,contacto@legalsantiago.com.cl,+56971046444,Legal Santiago,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.legalsantiago.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.legalsantiago.cl"", ""page"": ""companies/santiago/legal-santiago.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Legal Santiago,ventas@legalsantiago.com.cl,+56971046444,Legal Santiago,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.legalsantiago.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.legalsantiago.cl"", ""page"": ""companies/santiago/legal-santiago.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Legal Santiago,admin@legalsantiago.com.cl,+56971046444,Legal Santiago,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.legalsantiago.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.legalsantiago.cl"", ""page"": ""companies/santiago/legal-santiago.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Legal Santiago,hola@legalsantiago.com.cl,+56971046444,Legal Santiago,Recepción,lead,0,law_firms,Law Firms,santiago,www.legalsantiago.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.legalsantiago.cl"", ""page"": ""companies/santiago/legal-santiago.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Santiago,info@abogadossantiago.cl,+56943394925,Abogados Santiago,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.abogadossantiago.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadossantiago.cl"", ""page"": ""companies/santiago/abogados-santiago.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Santiago,contacto@abogadossantiago.cl,+56943394925,Abogados Santiago,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.abogadossantiago.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadossantiago.cl"", ""page"": ""companies/santiago/abogados-santiago.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Santiago,ventas@abogadossantiago.cl,+56943394925,Abogados Santiago,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.abogadossantiago.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadossantiago.cl"", ""page"": ""companies/santiago/abogados-santiago.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Santiago,admin@abogadossantiago.cl,+56943394925,Abogados Santiago,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.abogadossantiago.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadossantiago.cl"", ""page"": ""companies/santiago/abogados-santiago.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Santiago,hola@abogadossantiago.cl,+56943394925,Abogados Santiago,Recepción,lead,0,law_firms,Law Firms,santiago,www.abogadossantiago.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadossantiago.cl"", ""page"": ""companies/santiago/abogados-santiago.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Méndez,info@estudiojuridicomende.cl,+56951160949,Estudio Jurídico Méndez,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicomendez.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicomendez.cl"", ""page"": ""companies/santiago/estudio-juridico-mendez.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Méndez,contacto@estudiojuridicomende.cl,+56951160949,Estudio Jurídico Méndez,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicomendez.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicomendez.cl"", ""page"": ""companies/santiago/estudio-juridico-mendez.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Méndez,ventas@estudiojuridicomende.cl,+56951160949,Estudio Jurídico Méndez,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicomendez.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicomendez.cl"", ""page"": ""companies/santiago/estudio-juridico-mendez.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Méndez,admin@estudiojuridicomende.cl,+56951160949,Estudio Jurídico Méndez,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicomendez.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicomendez.cl"", ""page"": ""companies/santiago/estudio-juridico-mendez.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Méndez,hola@estudiojuridicomende.cl,+56951160949,Estudio Jurídico Méndez,Recepción,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicomendez.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicomendez.cl"", ""page"": ""companies/santiago/estudio-juridico-mendez.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Morales,info@estudiojuridicomoral.com.cl,+56992618087,Estudio Jurídico Morales,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicomorales.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicomorales.cl"", ""page"": ""companies/santiago/estudio-juridico-morales.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Morales,contacto@estudiojuridicomoral.com.cl,+56992618087,Estudio Jurídico Morales,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicomorales.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicomorales.cl"", ""page"": ""companies/santiago/estudio-juridico-morales.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Morales,ventas@estudiojuridicomoral.com.cl,+56992618087,Estudio Jurídico Morales,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicomorales.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicomorales.cl"", ""page"": ""companies/santiago/estudio-juridico-morales.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Morales,admin@estudiojuridicomoral.com.cl,+56992618087,Estudio Jurídico Morales,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicomorales.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicomorales.cl"", ""page"": ""companies/santiago/estudio-juridico-morales.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Morales,hola@estudiojuridicomoral.com.cl,+56992618087,Estudio Jurídico Morales,Recepción,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicomorales.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicomorales.cl"", ""page"": ""companies/santiago/estudio-juridico-morales.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Cortés,info@bufetecortes.cl,+56943924747,Bufete Cortés,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.bufetecortes.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.bufetecortes.cl"", ""page"": ""companies/santiago/bufete-cortes.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Cortés,contacto@bufetecortes.cl,+56943924747,Bufete Cortés,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.bufetecortes.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.bufetecortes.cl"", ""page"": ""companies/santiago/bufete-cortes.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Cortés,ventas@bufetecortes.cl,+56943924747,Bufete Cortés,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.bufetecortes.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.bufetecortes.cl"", ""page"": ""companies/santiago/bufete-cortes.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Cortés,admin@bufetecortes.cl,+56943924747,Bufete Cortés,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.bufetecortes.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.bufetecortes.cl"", ""page"": ""companies/santiago/bufete-cortes.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Cortés,hola@bufetecortes.cl,+56943924747,Bufete Cortés,Recepción,lead,0,law_firms,Law Firms,santiago,www.bufetecortes.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.bufetecortes.cl"", ""page"": ""companies/santiago/bufete-cortes.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Alarcón,info@estudiojuridicoalarc.cl,+56943364995,Estudio Jurídico Alarcón,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicoalarcon.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicoalarcon.cl"", ""page"": ""companies/santiago/estudio-juridico-alarcon.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Alarcón,contacto@estudiojuridicoalarc.cl,+56943364995,Estudio Jurídico Alarcón,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicoalarcon.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicoalarcon.cl"", ""page"": ""companies/santiago/estudio-juridico-alarcon.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Alarcón,ventas@estudiojuridicoalarc.cl,+56943364995,Estudio Jurídico Alarcón,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicoalarcon.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicoalarcon.cl"", ""page"": ""companies/santiago/estudio-juridico-alarcon.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Alarcón,admin@estudiojuridicoalarc.cl,+56943364995,Estudio Jurídico Alarcón,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicoalarcon.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicoalarcon.cl"", ""page"": ""companies/santiago/estudio-juridico-alarcon.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Jurídico Alarcón,hola@estudiojuridicoalarc.cl,+56943364995,Estudio Jurídico Alarcón,Recepción,lead,0,law_firms,Law Firms,santiago,www.estudiojuridicoalarcon.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudiojuridicoalarcon.cl"", ""page"": ""companies/santiago/estudio-juridico-alarcon.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Corporación Jurídica Alarcón,info@corporacionjuridicaa.cl,+56943817123,Corporación Jurídica Alarcón,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.corporacionjuridicaalarco.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.corporacionjuridicaalarco.cl"", ""page"": ""companies/santiago/corporacion-juridica-alarcon.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Corporación Jurídica Alarcón,contacto@corporacionjuridicaa.cl,+56943817123,Corporación Jurídica Alarcón,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.corporacionjuridicaalarco.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.corporacionjuridicaalarco.cl"", ""page"": ""companies/santiago/corporacion-juridica-alarcon.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Corporación Jurídica Alarcón,ventas@corporacionjuridicaa.cl,+56943817123,Corporación Jurídica Alarcón,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.corporacionjuridicaalarco.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.corporacionjuridicaalarco.cl"", ""page"": ""companies/santiago/corporacion-juridica-alarcon.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Corporación Jurídica Alarcón,admin@corporacionjuridicaa.cl,+56943817123,Corporación Jurídica Alarcón,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.corporacionjuridicaalarco.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.corporacionjuridicaalarco.cl"", ""page"": ""companies/santiago/corporacion-juridica-alarcon.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Corporación Jurídica Alarcón,hola@corporacionjuridicaa.cl,+56943817123,Corporación Jurídica Alarcón,Recepción,lead,0,law_firms,Law Firms,santiago,www.corporacionjuridicaalarco.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.corporacionjuridicaalarco.cl"", ""page"": ""companies/santiago/corporacion-juridica-alarcon.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Carrasco Abogados,info@carrascoabogados.legal.cl,+56944560776,Carrasco Abogados,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.carrascoabogados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.carrascoabogados.cl"", ""page"": ""companies/santiago/carrasco-abogados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Carrasco Abogados,contacto@carrascoabogados.legal.cl,+56944560776,Carrasco Abogados,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.carrascoabogados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.carrascoabogados.cl"", ""page"": ""companies/santiago/carrasco-abogados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Carrasco Abogados,ventas@carrascoabogados.legal.cl,+56944560776,Carrasco Abogados,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.carrascoabogados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.carrascoabogados.cl"", ""page"": ""companies/santiago/carrasco-abogados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Carrasco Abogados,admin@carrascoabogados.legal.cl,+56944560776,Carrasco Abogados,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.carrascoabogados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.carrascoabogados.cl"", ""page"": ""companies/santiago/carrasco-abogados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Carrasco Abogados,hola@carrascoabogados.legal.cl,+56944560776,Carrasco Abogados,Recepción,lead,0,law_firms,Law Firms,santiago,www.carrascoabogados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.carrascoabogados.cl"", ""page"": ""companies/santiago/carrasco-abogados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Torres & Asociados,info@abogadostorresasocia.cl,+56978850600,Abogados Torres & Asociados,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.abogadostorresasociados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadostorresasociados.cl"", ""page"": ""companies/santiago/abogados-torres--asociados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Torres & Asociados,contacto@abogadostorresasocia.cl,+56978850600,Abogados Torres & Asociados,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.abogadostorresasociados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadostorresasociados.cl"", ""page"": ""companies/santiago/abogados-torres--asociados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Torres & Asociados,ventas@abogadostorresasocia.cl,+56978850600,Abogados Torres & Asociados,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.abogadostorresasociados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadostorresasociados.cl"", ""page"": ""companies/santiago/abogados-torres--asociados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Torres & Asociados,admin@abogadostorresasocia.cl,+56978850600,Abogados Torres & Asociados,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.abogadostorresasociados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadostorresasociados.cl"", ""page"": ""companies/santiago/abogados-torres--asociados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Torres & Asociados,hola@abogadostorresasocia.cl,+56978850600,Abogados Torres & Asociados,Recepción,lead,0,law_firms,Law Firms,santiago,www.abogadostorresasociados.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.abogadostorresasociados.cl"", ""page"": ""companies/santiago/abogados-torres--asociados.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Ramírez & Rojas,info@estudioramirezrojas.com.cl,+56984115566,Estudio Ramírez & Rojas,Law Firms — Santiago,lead,0,law_firms,Law Firms,santiago,www.estudioramirezrojas.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudioramirezrojas.cl"", ""page"": ""companies/santiago/estudio-ramirez--rojas.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Ramírez & Rojas,contacto@estudioramirezrojas.com.cl,+56984115566,Estudio Ramírez & Rojas,Dueño/a,lead,0,law_firms,Law Firms,santiago,www.estudioramirezrojas.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudioramirezrojas.cl"", ""page"": ""companies/santiago/estudio-ramirez--rojas.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Ramírez & Rojas,ventas@estudioramirezrojas.com.cl,+56984115566,Estudio Ramírez & Rojas,Gerente de Ventas,lead,0,law_firms,Law Firms,santiago,www.estudioramirezrojas.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudioramirezrojas.cl"", ""page"": ""companies/santiago/estudio-ramirez--rojas.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Ramírez & Rojas,admin@estudioramirezrojas.com.cl,+56984115566,Estudio Ramírez & Rojas,Administrador/a,lead,0,law_firms,Law Firms,santiago,www.estudioramirezrojas.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudioramirezrojas.cl"", ""page"": ""companies/santiago/estudio-ramirez--rojas.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Estudio Ramírez & Rojas,hola@estudioramirezrojas.com.cl,+56984115566,Estudio Ramírez & Rojas,Recepción,lead,0,law_firms,Law Firms,santiago,www.estudioramirezrojas.cl,"{""city"": ""santiago"", ""niche"": ""law_firms"", ""website"": ""www.estudioramirezrojas.cl"", ""page"": ""companies/santiago/estudio-ramirez--rojas.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Bravo,info@bufetebravo.com.cl,+56948783092,Bufete Bravo,Law Firms — Valparaíso,lead,0,law_firms,Law Firms,valparaíso,www.bufetebravo.cl,"{""city"": ""valparaíso"", ""niche"": ""law_firms"", ""website"": ""www.bufetebravo.cl"", ""page"": ""companies/valparaíso/bufete-bravo.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Bravo,contacto@bufetebravo.com.cl,+56948783092,Bufete Bravo,Dueño/a,lead,0,law_firms,Law Firms,valparaíso,www.bufetebravo.cl,"{""city"": ""valparaíso"", ""niche"": ""law_firms"", ""website"": ""www.bufetebravo.cl"", ""page"": ""companies/valparaíso/bufete-bravo.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Bravo,ventas@bufetebravo.com.cl,+56948783092,Bufete Bravo,Gerente de Ventas,lead,0,law_firms,Law Firms,valparaíso,www.bufetebravo.cl,"{""city"": ""valparaíso"", ""niche"": ""law_firms"", ""website"": ""www.bufetebravo.cl"", ""page"": ""companies/valparaíso/bufete-bravo.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Bravo,admin@bufetebravo.com.cl,+56948783092,Bufete Bravo,Administrador/a,lead,0,law_firms,Law Firms,valparaíso,www.bufetebravo.cl,"{""city"": ""valparaíso"", ""niche"": ""law_firms"", ""website"": ""www.bufetebravo.cl"", ""page"": ""companies/valparaíso/bufete-bravo.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bufete Bravo,hola@bufetebravo.com.cl,+56948783092,Bufete Bravo,Recepción,lead,0,law_firms,Law Firms,valparaíso,www.bufetebravo.cl,"{""city"": ""valparaíso"", ""niche"": ""law_firms"", ""website"": ""www.bufetebravo.cl"", ""page"": ""companies/valparaíso/bufete-bravo.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Consultora Legal Bravo,info@consultoralegalbravo.com.cl,+56990456771,Consultora Legal Bravo,Law Firms — Concepción,lead,0,law_firms,Law Firms,concepción,www.consultoralegalbravo.cl,"{""city"": ""concepción"", ""niche"": ""law_firms"", ""website"": ""www.consultoralegalbravo.cl"", ""page"": ""companies/concepción/consultora-legal-bravo.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Consultora Legal Bravo,contacto@consultoralegalbravo.com.cl,+56990456771,Consultora Legal Bravo,Dueño/a,lead,0,law_firms,Law Firms,concepción,www.consultoralegalbravo.cl,"{""city"": ""concepción"", ""niche"": ""law_firms"", ""website"": ""www.consultoralegalbravo.cl"", ""page"": ""companies/concepción/consultora-legal-bravo.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Consultora Legal Bravo,ventas@consultoralegalbravo.com.cl,+56990456771,Consultora Legal Bravo,Gerente de Ventas,lead,0,law_firms,Law Firms,concepción,www.consultoralegalbravo.cl,"{""city"": ""concepción"", ""niche"": ""law_firms"", ""website"": ""www.consultoralegalbravo.cl"", ""page"": ""companies/concepción/consultora-legal-bravo.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Consultora Legal Bravo,admin@consultoralegalbravo.com.cl,+56990456771,Consultora Legal Bravo,Administrador/a,lead,0,law_firms,Law Firms,concepción,www.consultoralegalbravo.cl,"{""city"": ""concepción"", ""niche"": ""law_firms"", ""website"": ""www.consultoralegalbravo.cl"", ""page"": ""companies/concepción/consultora-legal-bravo.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
